order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order,morning_order,date_ordered
837188,144956,prior,37,0,18,3,no,2025-01-04
1586827,126810,prior,30,4,08,4,yes,2025-01-05
232857,136229,prior,2,2,08,6,yes,2025-01-07
2536338,51673,prior,5,0,23,4,no,2025-01-05
671182,108363,prior,45,5,08,1,yes,2025-01-02
2401634,7325,prior,2,5,16,0,no,2025-01-01
1259434,123649,prior,30,2,20,8,no,2025-01-09
1384511,111212,prior,15,2,07,2,yes,2025-01-03
2781860,107385,prior,3,5,11,30,no,2025-01-31
1456581,186762,prior,41,5,13,5,no,2025-01-06
741938,19404,prior,3,6,12,19,no,2025-01-20
1822218,199267,prior,10,0,10,7,yes,2025-01-08
743947,173982,prior,11,2,13,2,no,2025-01-03
1711867,2610,prior,14,5,11,9,no,2025-01-10
2987079,2456,prior,45,0,09,5,yes,2025-01-06
2577270,22097,prior,40,6,09,4,yes,2025-01-05
815602,140605,prior,10,3,14,4,no,2025-01-05
206062,139095,prior,3,6,07,1,yes,2025-01-02
2861416,43852,prior,11,0,13,30,no,2025-01-31
3117214,73981,prior,15,5,18,11,no,2025-01-12
2656511,36585,prior,8,1,18,7,no,2025-01-08
1715610,121772,prior,30,5,07,8,yes,2025-01-09
2500473,101002,prior,38,5,10,5,yes,2025-01-06
622734,127979,prior,10,4,14,5,no,2025-01-06
1350316,173927,prior,50,2,08,4,yes,2025-01-05
539411,182915,prior,15,5,12,6,no,2025-01-07
2510494,96100,prior,43,2,15,9,no,2025-01-10
96561,192230,prior,16,0,08,14,yes,2025-01-15
1269996,114434,prior,7,5,09,29,yes,2025-01-30
1408354,182832,prior,8,0,06,30,yes,2025-01-31
1261005,147267,prior,9,6,13,27,no,2025-01-28
3413550,102379,prior,5,4,15,5,no,2025-01-06
1166585,28719,prior,4,0,14,14,no,2025-01-15
2569377,92035,prior,2,2,16,6,no,2025-01-07
1632022,85901,prior,28,4,15,2,no,2025-01-03
245863,59030,prior,9,3,07,7,yes,2025-01-08
2954260,167768,prior,4,4,12,17,no,2025-01-18
588718,206105,prior,27,0,16,0,no,2025-01-01
1182923,153560,prior,17,1,18,17,no,2025-01-18
532949,138466,prior,4,2,22,30,no,2025-01-31
647761,175787,prior,6,2,10,30,yes,2025-01-31
868942,91448,prior,14,0,13,27,no,2025-01-28
1229165,81349,prior,8,6,16,3,no,2025-01-04
524489,45987,prior,18,0,17,4,no,2025-01-05
1026489,196932,prior,19,5,11,1,no,2025-01-02
2030821,164834,prior,3,5,09,21,yes,2025-01-22
611988,187692,prior,31,0,03,3,no,2025-01-04
1180289,149,prior,15,4,22,12,no,2025-01-13
361671,36516,train,5,5,12,30,no,2025-01-31
1561784,205908,prior,18,5,12,3,no,2025-01-04
982601,122160,prior,66,0,19,12,no,2025-01-13
944422,30304,prior,10,5,11,4,no,2025-01-05
1303370,116851,prior,16,4,09,13,yes,2025-01-14
132118,99527,prior,16,1,10,4,yes,2025-01-05
2247368,43716,prior,30,3,06,3,yes,2025-01-04
1722052,169260,prior,7,1,14,15,no,2025-01-16
2836441,166182,prior,8,4,17,6,no,2025-01-07
3317363,25777,prior,6,3,13,25,no,2025-01-26
2330516,188096,prior,36,1,08,7,yes,2025-01-08
616915,28238,prior,53,1,09,5,yes,2025-01-06
478432,9461,prior,31,4,09,5,yes,2025-01-06
2936499,194024,prior,2,0,22,21,no,2025-01-22
1748882,17224,prior,11,5,10,2,yes,2025-01-03
149296,139029,prior,33,1,10,4,yes,2025-01-05
3408624,130461,prior,31,3,13,10,no,2025-01-11
2243244,177418,prior,41,0,14,1,no,2025-01-02
493197,186452,prior,2,4,23,27,no,2025-01-28
2328739,154246,prior,73,1,08,0,yes,2025-01-01
673172,97122,prior,30,4,21,0,no,2025-01-01
1102732,116051,prior,59,0,15,6,no,2025-01-07
1257008,69182,prior,79,1,13,7,no,2025-01-08
2772511,181540,prior,61,6,11,1,no,2025-01-02
2981208,107592,prior,17,0,10,7,yes,2025-01-08
3382578,7165,prior,13,3,07,8,yes,2025-01-09
779005,165072,prior,4,0,13,15,no,2025-01-16
605950,45794,prior,9,3,07,10,yes,2025-01-11
1315722,195957,prior,20,1,08,6,yes,2025-01-07
478667,53857,train,4,2,20,30,no,2025-01-31
1334908,85035,prior,26,1,17,8,no,2025-01-09
3059207,132104,prior,9,6,16,17,no,2025-01-18
2463933,101377,prior,16,1,07,30,yes,2025-01-31
218038,112005,prior,22,0,18,13,no,2025-01-14
223378,119191,prior,9,4,09,8,yes,2025-01-09
3195844,68360,prior,9,1,09,6,yes,2025-01-07
1855886,201825,prior,3,0,15,30,no,2025-01-31
1081602,64589,prior,35,3,14,11,no,2025-01-12
3100629,153675,prior,8,4,17,5,no,2025-01-06
3047507,163876,prior,25,6,11,10,no,2025-01-11
2074996,147013,prior,6,1,09,14,yes,2025-01-15
1367695,202556,prior,15,5,10,13,yes,2025-01-14
185743,100065,prior,5,1,03,0,no,2025-01-01
677590,176432,prior,10,1,07,20,yes,2025-01-21
354651,129264,prior,2,4,18,1,no,2025-01-02
2494762,158656,prior,53,5,23,2,no,2025-01-03
112830,152743,prior,20,1,09,5,yes,2025-01-06
2768390,63759,prior,21,2,11,8,no,2025-01-09
2994788,200966,prior,2,0,20,6,no,2025-01-07
1322781,193056,prior,51,4,15,2,no,2025-01-03
1923780,164412,test,5,6,10,28,yes,2025-01-29
2016474,32491,prior,5,1,11,14,no,2025-01-15
2710309,31818,prior,3,6,13,10,no,2025-01-11
1618397,51086,prior,38,1,17,6,no,2025-01-07
1021734,19959,train,22,3,17,20,no,2025-01-21
540364,114847,prior,12,0,12,22,no,2025-01-23
1981088,178611,prior,10,1,10,12,yes,2025-01-13
1322395,136869,prior,5,1,22,30,no,2025-01-31
1193879,197602,prior,19,3,06,20,yes,2025-01-21
881854,177097,prior,46,0,08,14,yes,2025-01-15
805506,175540,prior,62,3,16,1,no,2025-01-02
2052360,133984,prior,6,1,21,25,no,2025-01-26
1614896,115040,prior,5,2,00,12,no,2025-01-13
824563,185564,prior,14,2,17,12,no,2025-01-13
1406442,27840,prior,5,3,15,6,no,2025-01-07
3143725,42307,prior,17,2,09,8,yes,2025-01-09
3000942,205096,prior,66,1,11,7,no,2025-01-08
1199235,192964,prior,20,5,11,15,no,2025-01-16
2265356,29987,prior,34,5,08,5,yes,2025-01-06
2635258,90617,prior,13,0,12,26,no,2025-01-27
2860139,9658,prior,8,4,16,30,no,2025-01-31
613661,958,prior,8,0,12,7,no,2025-01-08
351329,145846,prior,5,0,10,9,yes,2025-01-10
1130018,98602,prior,39,6,17,7,no,2025-01-08
2581690,143038,prior,6,6,16,14,no,2025-01-15
1534161,15546,train,7,1,16,20,no,2025-01-21
1013946,7815,prior,6,1,08,4,yes,2025-01-05
826823,38617,prior,7,3,13,9,no,2025-01-10
2108840,182160,prior,40,4,10,3,yes,2025-01-04
2375865,151621,prior,27,4,09,30,yes,2025-01-31
3409528,204154,train,7,2,12,14,no,2025-01-15
3174198,157600,prior,28,0,13,4,no,2025-01-05
2110184,70852,prior,8,3,16,6,no,2025-01-07
880373,146622,prior,23,0,15,3,no,2025-01-04
963901,5776,prior,6,3,09,5,yes,2025-01-06
789446,48405,train,16,4,13,30,no,2025-01-31
3131348,68610,prior,38,4,07,1,yes,2025-01-02
431896,139633,prior,2,2,02,4,no,2025-01-05
1277886,39961,prior,2,0,10,7,yes,2025-01-08
1797432,203632,prior,11,6,12,30,no,2025-01-31
486893,179303,prior,5,0,14,8,no,2025-01-09
892230,1542,prior,21,5,18,4,no,2025-01-05
3157077,19035,prior,4,5,16,30,no,2025-01-31
926910,187610,prior,48,2,16,14,no,2025-01-15
3058218,145177,train,20,5,20,10,no,2025-01-11
2773570,95699,prior,17,0,10,30,yes,2025-01-31
948180,6078,prior,3,3,21,30,no,2025-01-31
1343218,124838,prior,9,5,21,3,no,2025-01-04
3386419,15065,prior,7,3,20,22,no,2025-01-23
163365,34904,prior,16,5,14,7,no,2025-01-08
3013193,144958,prior,6,1,14,7,no,2025-01-08
2727422,51340,prior,9,4,11,2,no,2025-01-03
3100445,166954,prior,16,3,15,7,no,2025-01-08
1771245,156833,prior,3,6,18,10,no,2025-01-11
2654123,127977,prior,24,2,07,9,yes,2025-01-10
2197097,83377,prior,16,3,09,2,yes,2025-01-03
389034,189054,prior,2,6,10,9,yes,2025-01-10
575114,120209,prior,54,1,16,9,no,2025-01-10
773393,108569,prior,46,4,09,4,yes,2025-01-05
2000922,47358,prior,24,1,11,8,no,2025-01-09
1941772,103505,prior,5,4,14,30,no,2025-01-31
2765876,155933,prior,53,2,17,2,no,2025-01-03
1226448,134468,prior,5,4,12,30,no,2025-01-31
1539390,188949,prior,9,6,15,13,no,2025-01-14
2063367,2310,prior,12,6,14,2,no,2025-01-03
2086326,106321,prior,27,2,13,3,no,2025-01-04
1989868,56652,prior,24,6,16,24,no,2025-01-25
400694,94362,prior,8,1,15,30,no,2025-01-31
1361837,127625,prior,8,1,12,2,no,2025-01-03
3201473,194740,prior,15,0,08,7,yes,2025-01-08
1744107,93987,prior,5,1,09,7,yes,2025-01-08
1558955,40552,prior,18,0,14,14,no,2025-01-15
1086882,154736,prior,16,1,16,24,no,2025-01-25
912067,171236,prior,39,0,08,11,yes,2025-01-12
2999709,5417,prior,21,6,16,18,no,2025-01-19
329039,203715,prior,34,3,18,4,no,2025-01-05
3330237,85532,prior,20,2,16,19,no,2025-01-20
808779,185104,prior,10,1,16,21,no,2025-01-22
561080,45383,prior,4,2,16,2,no,2025-01-03
3059835,169830,prior,3,1,13,1,no,2025-01-02
3384353,3640,prior,13,0,14,30,no,2025-01-31
2010663,65393,prior,6,3,08,8,yes,2025-01-09
1135777,66008,prior,2,0,20,30,no,2025-01-31
616697,127318,prior,9,2,12,30,no,2025-01-31
2580790,36274,test,9,0,17,20,no,2025-01-21
1272696,14438,prior,37,6,21,3,no,2025-01-04
1982341,135043,prior,9,3,18,1,no,2025-01-02
2156409,29609,prior,8,2,11,8,no,2025-01-09
1548978,101562,prior,3,6,15,1,no,2025-01-02
84032,94698,prior,5,4,16,30,no,2025-01-31
3119255,88408,prior,2,6,12,2,no,2025-01-03
1356835,33510,prior,13,3,18,15,no,2025-01-16
794088,35231,prior,21,2,14,28,no,2025-01-29
1957061,166676,prior,65,2,08,14,yes,2025-01-15
1242592,46327,train,5,6,12,20,no,2025-01-21
1614263,203160,prior,36,2,08,2,yes,2025-01-03
67869,191292,prior,24,4,07,14,yes,2025-01-15
1071321,141551,train,4,3,17,5,no,2025-01-06
3356074,22624,prior,13,1,13,11,no,2025-01-12
2738756,179949,prior,2,4,10,15,yes,2025-01-16
1866071,38493,train,7,0,13,30,no,2025-01-31
529038,205000,prior,21,5,17,5,no,2025-01-06
1685184,70349,prior,11,5,07,3,yes,2025-01-04
1539517,15338,prior,5,1,18,30,no,2025-01-31
2520125,55935,prior,69,3,12,3,no,2025-01-04
1807813,146811,prior,5,2,14,8,no,2025-01-09
1973916,134598,prior,6,3,14,10,no,2025-01-11
2183903,41587,prior,17,4,20,7,no,2025-01-08
3403015,123685,prior,2,3,10,30,yes,2025-01-31
2770359,50482,prior,19,0,18,12,no,2025-01-13
1537979,149354,prior,10,1,19,10,no,2025-01-11
1346111,186579,prior,21,4,13,7,no,2025-01-08
2443564,119017,prior,5,3,20,30,no,2025-01-31
923200,35707,prior,6,0,13,21,no,2025-01-22
3203201,204456,prior,25,1,15,3,no,2025-01-04
2928676,186520,prior,17,4,07,2,yes,2025-01-03
30366,181597,prior,38,4,14,2,no,2025-01-03
3176349,5611,prior,9,0,14,22,no,2025-01-23
1857508,20676,prior,19,0,14,12,no,2025-01-13
3052066,31344,prior,6,1,13,7,no,2025-01-08
2959752,8153,prior,3,6,10,30,yes,2025-01-31
160530,195868,prior,12,1,15,4,no,2025-01-05
434388,146449,prior,20,1,18,3,no,2025-01-04
1235223,95329,prior,3,0,11,30,no,2025-01-31
1603094,62004,prior,4,1,08,30,yes,2025-01-31
184205,171570,prior,6,3,13,7,no,2025-01-08
2585616,10972,prior,52,3,16,3,no,2025-01-04
1774593,36899,prior,2,1,13,30,no,2025-01-31
568463,112793,prior,37,1,16,0,no,2025-01-01
423486,94764,prior,31,4,15,4,no,2025-01-05
2239615,111128,prior,25,2,19,2,no,2025-01-03
1284119,3466,train,5,5,13,30,no,2025-01-31
1069858,146540,prior,77,4,11,0,no,2025-01-01
1854502,19713,prior,4,2,12,23,no,2025-01-24
1776456,91116,train,4,3,15,16,no,2025-01-17
2159226,164444,prior,2,6,19,5,no,2025-01-06
3370998,128962,prior,4,6,20,10,no,2025-01-11
2309342,39511,train,8,0,11,14,no,2025-01-15
674044,163886,prior,2,1,15,30,no,2025-01-31
1207798,43416,prior,49,1,19,3,no,2025-01-04
2635191,76594,prior,99,1,09,3,yes,2025-01-04
542382,175458,prior,10,1,21,21,no,2025-01-22
2195106,119931,prior,54,1,20,2,no,2025-01-03
3405286,159680,prior,47,5,11,15,no,2025-01-16
3380945,1254,prior,18,0,18,16,no,2025-01-17
2730162,196915,prior,5,2,13,6,no,2025-01-07
1949236,90720,prior,12,5,16,30,no,2025-01-31
2600165,179355,prior,2,2,12,3,no,2025-01-04
1456404,170263,prior,41,1,19,5,no,2025-01-06
1305801,185719,prior,15,1,17,7,no,2025-01-08
1414797,153660,test,6,3,12,12,no,2025-01-13
2253190,65141,prior,40,5,14,1,no,2025-01-02
1475202,25333,prior,17,6,10,2,yes,2025-01-03
3182860,16298,prior,80,6,18,5,no,2025-01-06
1976664,142966,prior,7,5,15,7,no,2025-01-08
2542783,70606,prior,12,6,20,11,no,2025-01-12
262293,11693,test,25,2,20,2,no,2025-01-03
3306442,121721,train,7,3,10,30,yes,2025-01-31
1931941,164291,prior,4,3,14,24,no,2025-01-25
1378612,88749,prior,3,2,16,30,no,2025-01-31
1022503,111806,prior,7,4,10,4,yes,2025-01-05
3252612,64229,prior,7,3,22,15,no,2025-01-16
995539,160127,prior,2,1,13,15,no,2025-01-16
699696,128456,prior,11,5,17,13,no,2025-01-14
1174018,164140,prior,47,3,08,5,yes,2025-01-06
3398129,64978,prior,3,4,17,5,no,2025-01-06
623140,103196,prior,34,4,20,6,no,2025-01-07
2856377,48545,prior,6,1,18,30,no,2025-01-31
3106868,70474,prior,4,1,15,30,no,2025-01-31
1097392,165019,prior,10,0,13,30,no,2025-01-31
869843,46295,prior,6,0,08,5,yes,2025-01-06
1744586,180431,prior,4,3,15,4,no,2025-01-05
1775805,9792,prior,14,5,13,15,no,2025-01-16
2574020,103065,prior,10,2,10,2,yes,2025-01-03
1091202,181970,prior,22,1,09,4,yes,2025-01-05
1535844,11728,prior,17,5,19,14,no,2025-01-15
1164072,22104,prior,70,1,12,2,no,2025-01-03
534486,149197,prior,15,2,13,5,no,2025-01-06
1920316,181889,prior,18,3,15,11,no,2025-01-12
3199666,38487,prior,15,1,15,6,no,2025-01-07
490036,58707,prior,29,0,14,5,no,2025-01-06
811044,30578,prior,2,1,10,10,yes,2025-01-11
2571557,22929,prior,41,3,19,1,no,2025-01-02
2257561,10023,prior,11,1,17,8,no,2025-01-09
1938791,79963,test,6,3,07,30,yes,2025-01-31
3022790,66448,prior,20,0,13,5,no,2025-01-06
2437642,2069,prior,2,1,16,12,no,2025-01-13
3125987,111651,prior,7,4,20,2,no,2025-01-03
547797,97917,prior,3,6,13,20,no,2025-01-21
990331,162156,prior,14,1,11,11,no,2025-01-12
173236,115480,prior,2,3,13,30,no,2025-01-31
3385053,167951,prior,34,2,11,1,no,2025-01-02
1840380,16027,test,4,6,17,30,no,2025-01-31
626315,60303,prior,20,2,13,30,no,2025-01-31
1514444,105162,prior,48,0,14,1,no,2025-01-02
1041761,140168,prior,38,5,10,9,yes,2025-01-10
3296061,183050,train,10,1,10,30,yes,2025-01-31
1387602,45132,prior,2,2,16,21,no,2025-01-22
1557068,4493,test,8,1,16,30,no,2025-01-31
569109,187149,prior,4,3,14,30,no,2025-01-31
2167899,158191,prior,5,2,08,5,yes,2025-01-06
139361,168460,prior,28,2,09,5,yes,2025-01-06
1704835,5932,prior,99,6,16,0,no,2025-01-01
1837182,56857,prior,25,4,22,3,no,2025-01-04
1934678,11026,prior,9,1,15,14,no,2025-01-15
181468,50467,prior,37,1,14,3,no,2025-01-04
166492,197536,prior,10,3,19,5,no,2025-01-06
1927985,81803,prior,6,4,16,30,no,2025-01-31
3073688,89682,prior,2,2,18,15,no,2025-01-16
2068852,111341,prior,7,1,13,6,no,2025-01-07
1542990,101545,prior,9,6,13,7,no,2025-01-08
2955093,1748,prior,24,5,11,6,no,2025-01-07
1610288,165653,prior,3,5,16,1,no,2025-01-02
2160420,163033,prior,42,5,15,4,no,2025-01-05
3318839,68428,prior,22,3,19,14,no,2025-01-15
982575,55793,prior,3,3,15,1,no,2025-01-02
2695333,196524,prior,8,1,00,7,no,2025-01-08
2211864,47279,prior,18,4,13,8,no,2025-01-09
2948523,19500,prior,83,4,16,3,no,2025-01-04
3402584,165819,train,9,1,17,6,no,2025-01-07
2201467,109978,prior,12,0,17,7,no,2025-01-08
225860,77264,prior,34,3,12,4,no,2025-01-05
181775,140455,train,11,0,09,30,yes,2025-01-31
2581705,78367,prior,20,4,13,8,no,2025-01-09
1204654,59880,prior,35,1,08,30,yes,2025-01-31
2256855,167873,prior,18,6,08,5,yes,2025-01-06
609991,17225,prior,5,3,14,3,no,2025-01-04
3297020,118013,prior,5,3,13,12,no,2025-01-13
47906,129241,prior,16,1,17,11,no,2025-01-12
1650820,55806,prior,11,2,11,5,no,2025-01-06
1618460,192329,prior,64,5,15,6,no,2025-01-07
2389584,157657,prior,39,5,14,2,no,2025-01-03
1006952,5106,prior,2,2,17,14,no,2025-01-15
1859878,91047,prior,11,0,08,30,yes,2025-01-31
1402651,200443,prior,5,4,17,13,no,2025-01-14
459937,1024,prior,71,4,14,1,no,2025-01-02
3155235,168867,prior,5,2,19,16,no,2025-01-17
3170312,2497,prior,5,6,19,30,no,2025-01-31
707665,152378,prior,28,3,19,2,no,2025-01-03
1902314,119217,test,4,5,12,30,no,2025-01-31
1516086,35590,prior,3,0,16,7,no,2025-01-08
1107403,40124,prior,17,5,17,7,no,2025-01-08
1735497,149992,prior,6,4,23,2,no,2025-01-03
2052634,164949,prior,36,4,13,0,no,2025-01-01
530604,76213,prior,14,0,15,4,no,2025-01-05
1298474,24694,prior,3,0,16,19,no,2025-01-20
1814752,169224,prior,4,4,14,7,no,2025-01-08
2632347,188900,prior,5,0,15,27,no,2025-01-28
797604,58446,prior,3,3,18,5,no,2025-01-06
924075,92937,prior,5,0,12,8,no,2025-01-09
3330269,109466,prior,27,1,12,3,no,2025-01-04
1118551,96079,prior,15,0,17,6,no,2025-01-07
89378,64368,prior,39,4,21,1,no,2025-01-02
2310329,131888,prior,5,2,13,5,no,2025-01-06
1444333,5084,train,4,6,10,6,yes,2025-01-07
195569,97654,prior,7,1,19,23,no,2025-01-24
1852019,141174,prior,22,5,11,4,no,2025-01-05
367910,34233,prior,25,6,16,18,no,2025-01-19
3134527,92502,prior,24,0,00,7,no,2025-01-08
3024700,95768,prior,77,1,10,5,yes,2025-01-06
239673,63653,prior,19,3,11,2,no,2025-01-03
585441,177564,prior,39,6,12,7,no,2025-01-08
3411781,17727,prior,2,4,22,8,no,2025-01-09
1705653,196223,prior,4,1,13,30,no,2025-01-31
1469544,117529,test,5,5,18,30,no,2025-01-31
1107503,100197,prior,7,6,13,9,no,2025-01-10
2584137,17109,prior,11,2,11,17,no,2025-01-18
2714571,99119,prior,42,4,12,6,no,2025-01-07
1728077,108222,prior,19,4,14,7,no,2025-01-08
3157477,89304,prior,63,0,16,3,no,2025-01-04
1976043,191029,prior,3,5,14,10,no,2025-01-11
48861,138531,prior,18,2,14,2,no,2025-01-03
429051,86713,prior,3,2,12,10,no,2025-01-11
733022,64839,prior,18,0,19,9,no,2025-01-10
2719135,47599,prior,3,4,15,4,no,2025-01-05
2920298,40905,prior,3,6,23,9,no,2025-01-10
1371428,152922,prior,3,2,18,5,no,2025-01-06
2132837,106685,prior,46,0,18,15,no,2025-01-16
1998013,145229,prior,3,0,09,21,yes,2025-01-22
2606282,123569,prior,6,4,11,3,no,2025-01-04
2743123,84548,prior,6,6,11,21,no,2025-01-22
1131641,71070,prior,22,1,17,6,no,2025-01-07
2158660,70641,test,19,0,10,30,yes,2025-01-31
3413803,15734,prior,9,0,08,14,yes,2025-01-15
2639574,57049,prior,2,4,20,11,no,2025-01-12
1301443,50474,prior,4,3,15,2,no,2025-01-03
1760777,175323,prior,9,1,18,18,no,2025-01-19
2087384,104566,prior,14,4,09,18,yes,2025-01-19
122919,33728,prior,3,0,16,30,no,2025-01-31
1031538,184881,prior,66,4,09,3,yes,2025-01-04
2736789,205121,prior,2,3,18,24,no,2025-01-25
1674775,167959,prior,11,5,11,2,no,2025-01-03
662726,142448,prior,12,6,12,4,no,2025-01-05
1804829,68845,prior,9,3,16,4,no,2025-01-05
789867,148233,prior,58,2,12,1,no,2025-01-02
3197796,13362,prior,37,2,16,14,no,2025-01-15
2990255,127330,prior,19,5,08,4,yes,2025-01-05
2962955,35190,prior,59,1,14,1,no,2025-01-02
969604,72689,prior,5,0,09,7,yes,2025-01-08
1501013,9397,train,11,6,13,17,no,2025-01-18
1751503,62877,prior,27,3,07,7,yes,2025-01-08
1687460,117028,prior,14,2,12,8,no,2025-01-09
494608,87616,prior,38,4,12,7,no,2025-01-08
48391,186032,prior,3,4,18,3,no,2025-01-04
483625,45981,prior,5,2,11,5,no,2025-01-06
3279301,2834,prior,7,1,12,30,no,2025-01-31
276921,87387,prior,7,3,22,1,no,2025-01-02
2979863,166596,prior,6,0,17,3,no,2025-01-04
2739881,119514,prior,6,0,13,11,no,2025-01-12
1313406,183421,prior,8,2,18,13,no,2025-01-14
290864,16758,prior,30,1,18,10,no,2025-01-11
1095309,185507,prior,15,3,12,2,no,2025-01-03
3304014,160479,prior,21,5,16,15,no,2025-01-16
3254186,102915,prior,64,5,14,2,no,2025-01-03
921134,1120,prior,71,4,07,2,yes,2025-01-03
851622,127820,prior,11,5,12,6,no,2025-01-07
665095,176161,prior,29,0,12,7,no,2025-01-08
2205197,115691,prior,10,1,13,8,no,2025-01-09
365831,55879,prior,17,1,14,5,no,2025-01-06
3322032,175923,prior,9,6,09,2,yes,2025-01-03
2672062,154614,prior,5,3,07,24,yes,2025-01-25
609383,194199,prior,25,6,16,9,no,2025-01-10
1892132,201774,prior,7,4,13,7,no,2025-01-08
949161,7598,prior,4,1,15,30,no,2025-01-31
811531,77601,prior,2,3,16,18,no,2025-01-19
3079097,171360,test,62,2,13,4,no,2025-01-05
1521565,35228,prior,21,5,06,3,yes,2025-01-04
3192688,85679,prior,5,6,11,5,no,2025-01-06
253244,123381,prior,6,5,10,28,yes,2025-01-29
1077938,196518,prior,29,0,15,4,no,2025-01-05
792937,139000,prior,8,5,16,6,no,2025-01-07
3027209,137824,train,35,6,10,7,yes,2025-01-08
3060231,70352,prior,9,5,14,9,no,2025-01-10
2176408,101985,prior,10,2,22,3,no,2025-01-04
650262,1232,prior,23,0,16,23,no,2025-01-24
3164536,62045,prior,30,6,10,12,yes,2025-01-13
2247278,115022,prior,9,1,17,3,no,2025-01-04
982988,153277,prior,24,2,16,14,no,2025-01-15
770878,51422,test,55,0,11,7,no,2025-01-08
2154909,73885,prior,22,4,16,3,no,2025-01-04
2572796,52846,prior,12,3,17,7,no,2025-01-08
3178155,21917,prior,2,0,13,6,no,2025-01-07
2204574,151292,prior,58,0,09,4,yes,2025-01-05
3293410,78557,train,18,0,18,6,no,2025-01-07
194978,103554,prior,16,4,09,3,yes,2025-01-04
2949082,4157,prior,2,0,12,8,no,2025-01-09
3408014,109126,train,4,4,19,1,no,2025-01-02
88984,117291,prior,7,1,10,30,yes,2025-01-31
280394,25260,prior,6,3,11,19,no,2025-01-20
486190,22466,prior,34,1,08,4,yes,2025-01-05
2488801,14791,prior,13,2,19,6,no,2025-01-07
922436,66581,prior,19,3,13,9,no,2025-01-10
713083,54766,prior,15,2,17,1,no,2025-01-02
503310,59826,prior,4,1,18,30,no,2025-01-31
1585155,86218,prior,15,3,08,10,yes,2025-01-11
1933779,17019,prior,5,0,10,30,yes,2025-01-31
1364890,83916,prior,34,0,18,3,no,2025-01-04
1324979,24508,prior,10,0,10,28,yes,2025-01-29
384533,149686,prior,5,6,09,9,yes,2025-01-10
2811069,165604,train,5,6,13,30,no,2025-01-31
3062658,9817,prior,28,4,16,5,no,2025-01-06
2861654,192720,prior,3,1,16,28,no,2025-01-29
2729747,195086,prior,20,1,20,6,no,2025-01-07
2947584,135372,prior,79,4,18,1,no,2025-01-02
2837242,41487,prior,7,2,09,30,yes,2025-01-31
1722431,129003,prior,15,2,14,13,no,2025-01-14
3419889,180103,prior,19,6,10,3,yes,2025-01-04
1813019,27586,prior,13,6,10,7,yes,2025-01-08
208995,2481,prior,6,0,17,6,no,2025-01-07
3095016,182889,prior,13,6,12,4,no,2025-01-05
439302,16510,prior,8,1,12,30,no,2025-01-31
931489,196089,prior,7,2,14,19,no,2025-01-20
2738904,98306,prior,12,0,10,9,yes,2025-01-10
101473,6944,prior,9,3,09,13,yes,2025-01-14
1897369,189170,prior,66,3,08,7,yes,2025-01-08
2075740,70350,prior,2,6,16,30,no,2025-01-31
3092412,115495,prior,43,2,14,9,no,2025-01-10
2861316,184919,prior,9,3,13,6,no,2025-01-07
1663580,50365,prior,52,2,11,6,no,2025-01-07
837319,123523,prior,3,1,18,10,no,2025-01-11
56915,194086,prior,12,1,16,28,no,2025-01-29
1211209,14748,prior,5,4,14,23,no,2025-01-24
435628,191588,prior,43,1,10,14,yes,2025-01-15
2087022,42037,prior,46,6,12,2,no,2025-01-03
1703558,171172,prior,3,0,09,12,yes,2025-01-13
519556,163157,prior,7,3,08,9,yes,2025-01-10
2217763,154781,prior,65,5,17,1,no,2025-01-02
1841401,23142,prior,22,3,17,21,no,2025-01-22
1537587,15808,prior,3,2,09,22,yes,2025-01-23
3000742,112278,prior,4,1,17,30,no,2025-01-31
2298744,9724,prior,2,0,15,0,no,2025-01-01
601653,198085,prior,24,6,17,5,no,2025-01-06
1636996,140324,prior,4,0,16,14,no,2025-01-15
3334148,199233,prior,7,6,18,0,no,2025-01-01
2480335,117661,prior,27,6,16,5,no,2025-01-06
1179716,93837,prior,3,6,11,30,no,2025-01-31
2813945,73536,prior,9,0,13,5,no,2025-01-06
2658269,140335,prior,62,0,14,4,no,2025-01-05
488226,107143,prior,16,0,15,2,no,2025-01-03
1379064,57164,prior,3,6,15,21,no,2025-01-22
2212535,118440,prior,2,1,13,20,no,2025-01-21
388324,161478,prior,7,1,10,21,yes,2025-01-22
1646082,93945,prior,2,6,13,30,no,2025-01-31
2083990,130782,prior,4,3,09,30,yes,2025-01-31
2817650,115824,prior,9,2,13,4,no,2025-01-05
2123799,171564,prior,30,2,13,1,no,2025-01-02
2251256,10639,prior,16,1,08,17,yes,2025-01-18
920642,45938,prior,45,2,20,2,no,2025-01-03
2688336,195115,prior,19,3,15,3,no,2025-01-04
2586048,118942,prior,11,0,13,7,no,2025-01-08
2193688,109638,prior,6,4,15,30,no,2025-01-31
860487,16652,prior,6,6,19,19,no,2025-01-20
2982806,43172,prior,21,6,01,4,no,2025-01-05
594293,106183,prior,7,1,07,7,yes,2025-01-08
3071876,46281,prior,5,3,12,12,no,2025-01-13
1198090,169118,prior,17,6,19,19,no,2025-01-20
3111294,147359,test,65,0,19,6,no,2025-01-07
2370015,133838,prior,22,2,15,3,no,2025-01-04
3020450,125002,prior,10,4,19,3,no,2025-01-04
1481449,164475,prior,5,3,10,7,yes,2025-01-08
